AnoYear,BanderaFlag,ArteGear,EspeciesSpecies,t
1983,MEX,LP,YFT,852
1983,MEX,NK,SKJ,1
1983,MEX,PS,BET,16
1983,MEX,PS,BKJ,70
1983,MEX,PS,BZX,429
1983,MEX,PS,CGX,68
1983,MEX,PS,PBF,214
1983,MEX,PS,SKJ,6277
1983,MEX,PS,TUN,25
1983,MEX,PS,YFT,18576
1983,PAN,PS,BET,663
1983,PAN,PS,SKJ,764
1983,PAN,PS,YFT,2444
1983,PER,NK,DOX,3271
1983,PER,NK,SKH,688
1983,PER,NK,SWO,238
1983,PER,NK,TUN,4711
1983,PER,PS,BZX,54
1983,PER,PS,CGX,690
1983,PER,PS,MZZ,15
1983,PER,PS,SKJ,170
1983,PER,PS,YFT,943
1983,TWN,LL,ALB,2007
1983,TWN,LL,BET,244
1983,TWN,LL,BIL,2
1983,TWN,LL,BLM,2
1983,TWN,LL,BUM,58
1983,TWN,LL,MLS,33
1983,TWN,LL,SKH,85
1983,TWN,LL,SKJ,0
1983,TWN,LL,SWO,9
1983,TWN,LL,YFT,60
1983,OTH,PS,BET,319
1983,OTH,PS,BKJ,96
1983,OTH,PS,MZZ,27
1983,OTH,PS,SKJ,1689
1983,OTH,PS,TUN,34
1983,OTH,PS,YFT,2767
1983,USA,HAR,SKH,7
1983,USA,HAR,SWO,1758
1983,USA,LP,ALB,449
1983,USA,LP,BET,39
1983,USA,LP,BKJ,0
1983,USA,LP,BZX,2
1983,USA,LP,SKJ,3160
1983,USA,LP,YFT,3097
1983,USA,LTL,ALB,7751
1983,USA,NK,BET,5
1983,USA,NK,BZX,0
1983,USA,NK,PBF,2
1983,USA,NK,SKJ,79
1983,USA,NK,YFT,281
1983,USA,PS,ALB,7
1983,USA,PS,BET,1801
1983,USA,PS,BKJ,47
1983,USA,PS,BZX,3344
1983,USA,PS,CGX,482
1983,USA,PS,DOX,4
1983,USA,PS,PBF,622
1983,USA,PS,SKJ,32009
1983,USA,PS,YFT,43780
1983,USA,RG,ALB,87
1983,USA,RG,BET,32
1983,USA,RG,PBF,36
1983,USA,RG,SKJ,229
1983,USA,RG,YFT,476
1983,VEN,PS,BET,1319
1983,VEN,PS,SKJ,3352
1983,VEN,PS,YFT,7840
1984,CHL,HAR,SWO,103
1984,CHL,NK,ALB,24
1984,CHL,NK,BZX,7291
1984,CHL,NK,DOX,167
1984,CHL,NK,YFT,50
1984,COL,NK,SKJ,147
1984,COL,NK,YFT,63
1984,CRI,PS,BET,3
1984,CRI,PS,SKJ,31
1984,CRI,PS,YFT,2702
1984,ECU,LP,SKJ,515
1984,ECU,LP,YFT,29
1984,ECU,NK,BKJ,3
1984,ECU,NK,MZZ,3
1984,ECU,NK,SKJ,492
1984,ECU,NK,YFT,41
1984,ECU,PS,BET,1164
1984,ECU,PS,BKJ,494
1984,ECU,PS,CGX,69
1984,ECU,PS,DOX,102
1984,ECU,PS,MZZ,350
1984,ECU,PS,SKH,11
1984,ECU,PS,SKJ,18085
1984,ECU,PS,TUN,3
1984,ECU,PS,YFT,10526
1984,JPN,LL,ALB,3512
1984,JPN,LL,BET,44587
1984,JPN,LL,BLM,228
1984,JPN,LL,BUM,4683
1984,JPN,LL,MLS,2306
1984,JPN,LL,PBF,3
1984,JPN,LL,SKJ,26
1984,JPN,LL,SWO,2625
1984,JPN,LL,YFT,9134
1984,KOR,LL,ALB,1716
1984,KOR,LL,BET,1613
1984,KOR,LL,BUM,455
1984,KOR,LL,MLS,339
1984,KOR,LL,SFA,345
1984,KOR,LL,SKJ,6
1984,KOR,LL,SWO,65
1984,KOR,LL,YFT,1155
1984,MEX,LL,SWO,47
1984,MEX,LP,ALB,6
1984,MEX,LP,SKJ,921
1984,MEX,LP,YFT,1345
1984,MEX,NK,SKJ,1
1984,MEX,NK,YFT,1
1984,MEX,PS,ALB,156
1984,MEX,PS,BET,40
1984,MEX,PS,BKJ,139
1984,MEX,PS,BZX,660
1984,MEX,PS,CGX,149
1984,MEX,PS,MZZ,2
1984,MEX,PS,PBF,166
1984,MEX,PS,SKJ,8550
1984,MEX,PS,TUN,3
1984,MEX,PS,YFT,53697
1984,PER,NK,DOX,35
1984,PER,NK,SKH,1034
1984,PER,NK,SWO,343
1984,PER,NK,TUN,2524
1984,TWN,LL,ALB,1484
1984,TWN,LL,BET,194
1984,TWN,LL,BLM,20
1984,TWN,LL,BUM,59
1984,TWN,LL,MLS,17
1984,TWN,LL,SKH,6
1984,TWN,LL,SKJ,0
1984,TWN,LL,SWO,15
1984,TWN,LL,YFT,56
1984,OTH,LP,YFT,38
1984,OTH,PS,BET,138
1984,OTH,PS,BKJ,7
1984,OTH,PS,DOX,1
1984,OTH,PS,MZZ,7
1984,OTH,PS,SKJ,1430
1984,OTH,PS,YFT,2430
1984,USA,HAR,SKH,5
1984,USA,HAR,SWO,2890
1984,USA,LP,ALB,1435
1984,USA,LP,BET,2
1984,USA,LP,PBF,0
1984,USA,LP,SKJ,1448
1984,USA,LP,YFT,1579
1984,USA,LTL,ALB,8343
1984,USA,NK,BET,2
1984,USA,NK,PBF,18
1984,USA,NK,SKJ,79
1984,USA,NK,YFT,133
1984,USA,PS,ALB,3754
1984,USA,PS,BET,5335
1984,USA,PS,BKJ,22
1984,USA,PS,BZX,2854
1984,USA,PS,CGX,196
1984,USA,PS,MZZ,56
1984,USA,PS,PBF,673
1984,USA,PS,SKH,0
1984,USA,PS,SKJ,23966
1984,USA,PS,YFT,57162
1984,USA,RG,ALB,1427
1984,USA,RG,BET,9
1984,USA,RG,PBF,33
1984,USA,RG,SKJ,117
1984,USA,RG,YFT,56
1984,VEN,PS,BET,2181
1984,VEN,PS,SKH,36
1984,VEN,PS,SKJ,7797
1984,VEN,PS,YFT,9268
1985,CHL,HAR,SWO,342
1985,CHL,NK,ALB,170
1985,CHL,NK,BZX,7154
1985,CHL,NK,DOX,82
1985,CHL,NK,YFT,5
1985,COL,NK,SKJ,97
1985,COL,NK,YFT,0
1985,CRI,PS,BET,17
1985,CRI,PS,SKJ,87
1985,CRI,PS,YFT,2785
1985,ECU,NK,BKJ,7
1985,ECU,NK,SKJ,72
1985,ECU,NK,YFT,89
1985,ECU,PS,BET,2970
1985,ECU,PS,BKJ,138
1985,ECU,PS,DOX,91
1985,ECU,PS,MZZ,63
1985,ECU,PS,SKH,21
1985,ECU,PS,SKJ,22806
1985,ECU,PS,TUN,11
1985,ECU,PS,YFT,8794
1985,JPN,LL,ALB,2051
1985,JPN,LL,BET,61627
1985,JPN,LL,BLM,165
1985,JPN,LL,BUM,3084
1985,JPN,LL,MLS,1329
1985,JPN,LL,PBF,1
1985,JPN,LL,SKJ,35
1985,JPN,LL,SWO,1764
1985,JPN,LL,YFT,10633
1985,KOR,LL,ALB,3484
1985,KOR,LL,BET,4510
1985,KOR,LL,BUM,475
1985,KOR,LL,MLS,165
1985,KOR,LL,SFA,379
1985,KOR,LL,SKJ,9
1985,KOR,LL,SWO,91
1985,KOR,LL,YFT,2505
1985,MEX,LL,BET,0
1985,MEX,LL,BLM,0
1985,MEX,LL,MLS,93
1985,MEX,LL,SFA,16
1985,MEX,LL,SWO,18
1985,MEX,LL,YFT,2
1985,MEX,LP,ALB,35
1985,MEX,LP,BET,2
1985,MEX,LP,BZX,5
1985,MEX,LP,CGX,4
1985,MEX,LP,SKJ,443
1985,MEX,LP,YFT,675
1985,MEX,NK,YFT,4
1985,MEX,PS,ALB,15
1985,MEX,PS,BET,19
1985,MEX,PS,BKJ,150
1985,MEX,PS,BZX,134
1985,MEX,PS,CGX,22
1985,MEX,PS,MZZ,3
1985,MEX,PS,PBF,676
1985,MEX,PS,SKH,6
1985,MEX,PS,SKJ,5334
1985,MEX,PS,TUN,8
1985,MEX,PS,YFT,80422
1985,PAN,PS,SKJ,1197
1985,PAN,PS,YFT,10887
1985,PER,NK,DOX,26
1985,PER,NK,SKH,480
1985,PER,NK,SWO,55
1985,PER,NK,TUN,210
1985,TWN,LL,ALB,1733
1985,TWN,LL,BET,188
1985,TWN,LL,BIL,1
1985,TWN,LL,BLM,15
1985,TWN,LL,BUM,29
1985,TWN,LL,MLS,12
1985,TWN,LL,MZZ,7
1985,TWN,LL,SKH,13
1985,TWN,LL,SKJ,0
1985,TWN,LL,SWO,12
1985,TWN,LL,YFT,58
1985,OTH,LP,SKJ,28
1985,OTH,LP,YFT,26
1985,OTH,PS,BET,305
1985,OTH,PS,BKJ,0
1985,OTH,PS,BZX,0
1985,OTH,PS,DOX,2
1985,OTH,PS,MZZ,3
1985,OTH,PS,SKJ,3314
1985,OTH,PS,YFT,3511
1985,USA,GN,BET,2
1985,USA,GN,BZX,289
1985,USA,GN,PBF,6
1985,USA,GN,SKJ,12
1985,USA,GN,SWO,2368
1985,USA,GN,YFT,2
1985,USA,HAR,SKH,1
1985,USA,HAR,SWO,211
1985,USA,LP,ALB,842
1985,USA,LP,BKJ,0
1985,USA,LP,SKJ,475
1985,USA,LP,YFT,369
1985,USA,LTL,ALB,5308
1985,USA,NK,BET,1
1985,USA,NK,BZX,426
1985,USA,NK,PBF,18
1985,USA,NK,SWO,792
1985,USA,NK,TUN,468
1985,USA,NK,YFT,80
1985,USA,PS,ALB,27
1985,USA,PS,BET,1806
1985,USA,PS,BKJ,0
1985,USA,PS,BZX,3465
1985,USA,PS,CGX,295
1985,USA,PS,MZZ,8
1985,USA,PS,PBF,3320
1985,USA,PS,SKJ,9907
1985,USA,PS,TUN,0
1985,USA,PS,YFT,84364
1985,USA,RG,ALB,1176
1985,USA,RG,BET,12
1985,USA,RG,PBF,53
1985,USA,RG,SKJ,2
1985,USA,RG,YFT,32
1985,VEN,PS,BET,939
1985,VEN,PS,SKJ,8184
1985,VEN,PS,YFT,20696
1986,CHL,LL,SWO,17
1986,CHL,NK,ALB,149
1986,CHL,NK,BZX,1803
1986,CHL,NK,DOX,305
1986,CHL,NK,SWO,747
1986,CHL,NK,YFT,5
1986,ECU,NK,BKJ,18
1986,ECU,NK,SKJ,74
1986,ECU,NK,YFT,93
1986,ECU,PS,BET,653
1986,ECU,PS,BKJ,241
1986,ECU,PS,CGX,40
1986,ECU,PS,DOX,631
1986,ECU,PS,MZZ,89
1986,ECU,PS,SKH,12
1986,ECU,PS,SKJ,23836
1986,ECU,PS,TUN,97
1986,ECU,PS,YFT,16561
1986,JPN,LL,ALB,1880
1986,JPN,LL,BET,91981
1986,JPN,LL,BLM,261
1986,JPN,LL,BUM,4472
1986,JPN,LL,MLS,2535
1986,JPN,LL,PBF,1
1986,JPN,LL,SKJ,41
1986,JPN,LL,SWO,2637
1986,JPN,LL,YFT,17770
1986,KOR,LL,ALB,2380
1986,KOR,LL,BET,10187
1986,KOR,LL,BUM,742
1986,KOR,LL,MLS,0
1986,KOR,LL,SFA,209
1986,KOR,LL,SKJ,15
1986,KOR,LL,SWO,198
1986,KOR,LL,YFT,4850
1986,MEX,LL,BET,0
1986,MEX,LL,BLM,4
1986,MEX,LL,BUM,23
1986,MEX,LL,MLS,969
1986,MEX,LL,SFA,374
1986,MEX,LL,SSP,5
1986,MEX,LL,SWO,422
1986,MEX,LL,YFT,68
1986,MEX,LP,BZX,258
1986,MEX,LP,CGX,19
1986,MEX,LP,SKJ,1459
1986,MEX,LP,YFT,2076
1986,MEX,NK,YFT,3
1986,MEX,PS,BET,1
1986,MEX,PS,BKJ,3
1986,MEX,PS,BZX,60
1986,MEX,PS,MZZ,2
1986,MEX,PS,PBF,189
1986,MEX,PS,SKH,16
1986,MEX,PS,SKJ,6061
1986,MEX,PS,TUN,0
1986,MEX,PS,YFT,103644
1986,PAN,PS,SKJ,1134
1986,PAN,PS,YFT,9073
1986,PER,NK,DOX,1523
1986,PER,NK,SKH,1978
1986,PER,NK,SWO,21
1986,PER,NK,TUN,976
1986,TWN,LL,ALB,2190
1986,TWN,LL,BET,257
1986,TWN,LL,BIL,1
1986,TWN,LL,BLM,32
1986,TWN,LL,BUM,41
1986,TWN,LL,MLS,36
1986,TWN,LL,MZZ,0
1986,TWN,LL,SKH,1
1986,TWN,LL,SKJ,2
1986,TWN,LL,SWO,12
1986,TWN,LL,YFT,120
1986,OTH,LP,SKJ,25
1986,OTH,LP,YFT,4
1986,OTH,PS,BET,300
1986,OTH,PS,BKJ,302
1986,OTH,PS,DOX,1
1986,OTH,PS,MZZ,3
1986,OTH,PS,SKJ,9828
1986,OTH,PS,TUN,18
1986,OTH,PS,YFT,14155
1986,USA,GN,BET,3
1986,USA,GN,BZX,58
1986,USA,GN,PBF,15
1986,USA,GN,SWO,1594
1986,USA,GN,TUN,4
1986,USA,GN,YFT,14
1986,USA,HAR,SKH,1
1986,USA,HAR,SWO,236
1986,USA,LP,ALB,86
1986,USA,LP,SKJ,426
1986,USA,LP,YFT,440
1986,USA,LTL,ALB,4356
1986,USA,NK,BET,6
1986,USA,NK,BZX,28
1986,USA,NK,PBF,40
1986,USA,NK,SKJ,53
1986,USA,NK,SWO,696
1986,USA,NK,TUN,6
1986,USA,NK,YFT,62
1986,USA,PS,ALB,47
1986,USA,PS,BET,266
1986,USA,PS,BKJ,5
1986,USA,PS,BZX,172
1986,USA,PS,CGX,148
1986,USA,PS,PBF,4851
1986,USA,PS,SKH,1
1986,USA,PS,SKJ,12978
1986,USA,PS,YFT,88617
1986,USA,RG,ALB,196
1986,USA,RG,BET,65
1986,USA,RG,PBF,9
1986,USA,RG,SKJ,5
1986,USA,RG,YFT,37
1986,VEN,LP,SKJ,11
1986,VEN,LP,TUN,4
1986,VEN,LP,YFT,17
1986,VEN,PS,BET,1466
1986,VEN,PS,BKJ,18
1986,VEN,PS,SKJ,11797
1986,VEN,PS,TUN,62
1986,VEN,PS,YFT,28462
1987,CHL,LL,SWO,190
1987,CHL,NK,ALB,3
1987,CHL,NK,BZX,1411
1987,CHL,NK,DOX,554
1987,CHL,NK,SWO,1869
1987,CHL,NK,YFT,2
1987,ECU,LP,SKJ,52
1987,ECU,LP,YFT,17
1987,ECU,NK,SKJ,161
1987,ECU,NK,YFT,28
1987,ECU,PS,BET,319
1987,ECU,PS,BKJ,322
1987,ECU,PS,CGX,16
1987,ECU,PS,DOX,250
1987,ECU,PS,MZZ,187
1987,ECU,PS,SKH,3
1987,ECU,PS,SKJ,20473
1987,ECU,PS,TUN,45
1987,ECU,PS,YFT,15046
1987,JPN,LL,ALB,2636
1987,JPN,LL,BET,87913
1987,JPN,LL,BLM,267
1987,JPN,LL,BUM,5881
1987,JPN,LL,MLS,5043
1987,JPN,LL,PBF,1
1987,JPN,LL,SKJ,19
1987,JPN,LL,SWO,3573
1987,JPN,LL,YFT,13484
1987,KOR,LL,ALB,2661
1987,KOR,LL,BET,11681
1987,KOR,LL,BIL,362
1987,KOR,LL,BLM,73
1987,KOR,LL,BUM,1287
1987,KOR,LL,MLS,370
1987,KOR,LL,MZZ,489
1987,KOR,LL,SFA,150
1987,KOR,LL,SKJ,15
1987,KOR,LL,SWO,334
1987,KOR,LL,YFT,5048
1987,MEX,LL,BET,1
1987,MEX,LL,BLM,17
1987,MEX,LL,BUM,55
1987,MEX,LL,MLS,2171
1987,MEX,LL,SFA,499
1987,MEX,LL,SSP,15
1987,MEX,LL,SWO,550
1987,MEX,LL,YFT,272
1987,MEX,LP,BZX,120
1987,MEX,LP,CGX,5
1987,MEX,LP,SKJ,1604
1987,MEX,LP,YFT,3307
1987,MEX,PS,BET,2
1987,MEX,PS,BKJ,23
1987,MEX,PS,BZX,17
1987,MEX,PS,PBF,119
1987,MEX,PS,SKH,1
1987,MEX,PS,SKJ,4786
1987,MEX,PS,TUN,189
1987,MEX,PS,YFT,96182
1987,PER,NK,DOX,3718
1987,PER,NK,SKH,960
1987,PER,NK,SWO,73
1987,PER,NK,TUN,1971
1987,TWN,LL,ALB,4697
1987,TWN,LL,BET,526
1987,TWN,LL,BIL,36
1987,TWN,LL,BLM,1
1987,TWN,LL,BUM,59
1987,TWN,LL,MLS,63
1987,TWN,LL,MZZ,46
1987,TWN,LL,PBF,2
1987,TWN,LL,SKH,87
1987,TWN,LL,SKJ,3
1987,TWN,LL,SWO,29
1987,TWN,LL,YFT,107
1987,OTH,PS,BET,179
1987,OTH,PS,BKJ,147
1987,OTH,PS,BZX,55
1987,OTH,PS,DOX,21
1987,OTH,PS,MZZ,0
1987,OTH,PS,SKH,92
1987,OTH,PS,SKJ,13421
1987,OTH,PS,TUN,225
1987,OTH,PS,YFT,21037
1987,USA,GN,BET,6
1987,USA,GN,BZX,95
1987,USA,GN,PBF,2
1987,USA,GN,SWO,1287
1987,USA,GN,TUN,5
1987,USA,GN,YFT,3
1987,USA,HAR,SKH,60
1987,USA,HAR,SWO,211
1987,USA,LP,ALB,320
1987,USA,LP,BZX,1
1987,USA,LP,SKJ,577
1987,USA,LP,YFT,1783
1987,USA,LTL,ALB,2488
1987,USA,NK,ALB,97
1987,USA,NK,BET,9
1987,USA,NK,BKJ,2
1987,USA,NK,BZX,276
1987,USA,NK,PBF,18
1987,USA,NK,SKJ,0
1987,USA,NK,SWO,300
1987,USA,NK,TUN,67
1987,USA,NK,YFT,25
1987,USA,OTR,BET,1
1987,USA,PS,ALB,1
1987,USA,PS,BET,224
1987,USA,PS,BKJ,1
1987,USA,PS,BZX,3123
1987,USA,PS,CGX,550
1987,USA,PS,MZZ,23
1987,USA,PS,PBF,861
1987,USA,PS,SKJ,13578
1987,USA,PS,TUN,4
1987,USA,PS,YFT,95506
1987,USA,RG,ALB,74
1987,USA,RG,BET,33
1987,USA,RG,PBF,68
1987,USA,RG,SKJ,16
1987,USA,RG,YFT,80
1987,VEN,PS,BET,453
1987,VEN,PS,BKJ,78
1987,VEN,PS,SKJ,11761
1987,VEN,PS,TUN,18
1987,VEN,PS,YFT,34237
1988,CHL,LL,SWO,483
1988,CHL,NK,ALB,0
1988,CHL,NK,BZX,579
1988,CHL,NK,DOX,1339
1988,CHL,NK,SWO,3972
1988,CHL,NK,YFT,27
1988,ECU,LP,SKJ,141
1988,ECU,LP,YFT,74
1988,ECU,NK,BKJ,311
1988,ECU,NK,SKJ,571
1988,ECU,NK,YFT,483
1988,ECU,PS,BET,385
1988,ECU,PS,BKJ,769
1988,ECU,PS,BZX,6
1988,ECU,PS,CGX,45
1988,ECU,PS,DOX,69
1988,ECU,PS,MZZ,135
1988,ECU,PS,SKH,1
1988,ECU,PS,SKJ,11743
1988,ECU,PS,TUN,12
1988,ECU,PS,YFT,23947
1988,JPN,LL,ALB,3874
1988,JPN,LL,BET,66015
1988,JPN,LL,BLM,212
1988,JPN,LL,BUM,5002
1988,JPN,LL,MLS,3412
1988,JPN,LL,PBF,1
1988,JPN,LL,SKJ,13
1988,JPN,LL,SWO,3619
1988,JPN,LL,YFT,12481
1988,KOR,LL,ALB,2121
1988,KOR,LL,BET,6151
1988,KOR,LL,BIL,367
1988,KOR,LL,BLM,60
1988,KOR,LL,BUM,600
1988,KOR,LL,MLS,210
1988,KOR,LL,MZZ,359
1988,KOR,LL,SFA,187
1988,KOR,LL,SKJ,7
1988,KOR,LL,SWO,163
1988,KOR,LL,YFT,1893
1988,MEX,LL,BET,1
1988,MEX,LL,BLM,5
1988,MEX,LL,BUM,13
1988,MEX,LL,MLS,1631
1988,MEX,LL,PBF,1
1988,MEX,LL,SFA,462
1988,MEX,LL,SSP,13
1988,MEX,LL,SWO,613
1988,MEX,LL,YFT,232
1988,MEX,LP,BZX,713
1988,MEX,LP,CGX,1
1988,MEX,LP,SKJ,2443
1988,MEX,LP,YFT,2585
1988,MEX,PS,BKJ,15
1988,MEX,PS,BZX,5289
1988,MEX,PS,CGX,8
1988,MEX,PS,PBF,447
1988,MEX,PS,SKJ,15195
1988,MEX,PS,TUN,1
1988,MEX,PS,YFT,104565
1988,PAN,NK,SKJ,78
1988,PAN,NK,YFT,42
1988,PAN,PS,BET,431
1988,PAN,PS,BKJ,120
1988,PAN,PS,SKJ,1863
1988,PAN,PS,TUN,27
1988,PAN,PS,YFT,7364
1988,PER,NK,DOX,221
1988,PER,NK,SKH,1039
1988,PER,NK,SWO,54
1988,PER,NK,TUN,2935
1988,PER,PS,SKJ,714
1988,PER,PS,YFT,1430
1988,TWN,LL,ALB,3939
1988,TWN,LL,BET,591
1988,TWN,LL,BIL,1
1988,TWN,LL,BLM,11
1988,TWN,LL,BUM,47
1988,TWN,LL,MLS,30
1988,TWN,LL,MZZ,1
1988,TWN,LL,SKH,23
1988,TWN,LL,SKJ,6
1988,TWN,LL,SWO,38
1988,TWN,LL,YFT,54
1988,OTH,PS,BET,261
1988,OTH,PS,BKJ,1
1988,OTH,PS,MZZ,4
1988,OTH,PS,SKJ,8494
1988,OTH,PS,TUN,2
1988,OTH,PS,YFT,19499
1988,USA,GN,BET,5
1988,USA,GN,BZX,33
1988,USA,GN,PBF,4
1988,USA,GN,SWO,1092
1988,USA,GN,TUN,2
1988,USA,GN,YFT,7
1988,USA,HAR,SKH,2
1988,USA,HAR,SWO,180
1988,USA,LP,ALB,271
1988,USA,LP,BET,5
1988,USA,LP,BZX,26
1988,USA,LP,SKJ,1741
1988,USA,LP,YFT,1064
1988,USA,LTL,ALB,5485
1988,USA,NK,BET,1
1988,USA,NK,BZX,335
1988,USA,NK,PBF,42
1988,USA,NK,SKJ,9
1988,USA,NK,SWO,344
1988,USA,NK,TUN,2
1988,USA,NK,YFT,51
1988,USA,PS,ALB,17
1988,USA,PS,BET,256
1988,USA,PS,BKJ,35
1988,USA,PS,BZX,3516
1988,USA,PS,CGX,772
1988,USA,PS,MZZ,182
1988,USA,PS,PBF,923
1988,USA,PS,SKJ,36792
1988,USA,PS,TUN,37
1988,USA,PS,YFT,82231
1988,USA,RG,ALB,64
1988,USA,RG,BET,9
1988,USA,RG,PBF,6
1988,USA,RG,SKJ,5
1988,USA,RG,YFT,142
1988,VEN,PS,BET,202
1988,VEN,PS,BKJ,16
1988,VEN,PS,BZX,0
1988,VEN,PS,PBF,9
1988,VEN,PS,SKJ,12312
1988,VEN,PS,TUN,0
1988,VEN,PS,YFT,38257
1989,CHL,LL,SWO,1083
1989,CHL,NK,ALB,90
1989,CHL,NK,BZX,316
1989,CHL,NK,DOX,1554
1989,CHL,NK,SWO,4741
1989,CHL,NK,YFT,12
1989,ECU,LP,SKJ,124
1989,ECU,LP,YFT,2
1989,ECU,NK,SKJ,854
1989,ECU,NK,TUN,65
1989,ECU,NK,YFT,60
1989,ECU,PS,BET,854
1989,ECU,PS,BKJ,553
1989,ECU,PS,CGX,27
1989,ECU,PS,DOX,194
1989,ECU,PS,MZZ,200
1989,ECU,PS,SKH,29
1989,ECU,PS,SKJ,22922
1989,ECU,PS,TUN,1
1989,ECU,PS,YFT,17588
1989,JPN,LL,ALB,2093
1989,JPN,LL,BET,67514
1989,JPN,LL,BLM,127
1989,JPN,LL,BUM,4872
1989,JPN,LL,MLS,3153
1989,JPN,LL,PBF,3
1989,JPN,LL,SKJ,16
1989,JPN,LL,SWO,3158
1989,JPN,LL,YFT,15335
1989,KOR,LL,ALB,576
1989,KOR,LL,BET,3138
1989,KOR,LL,BIL,47
1989,KOR,LL,BLM,32
1989,KOR,LL,BUM,267
1989,KOR,LL,MLS,154
1989,KOR,LL,MZZ,134
1989,KOR,LL,SFA,2
1989,KOR,LL,SKJ,3
1989,KOR,LL,SWO,151
1989,KOR,LL,YFT,1162
1989,MEX,LL,BLM,1
1989,MEX,LL,BUM,0
1989,MEX,LL,MLS,59
1989,MEX,LL,SFA,190
1989,MEX,LL,SSP,0
1989,MEX,LL,SWO,690
1989,MEX,LL,YFT,9
1989,MEX,LP,BKJ,0
1989,MEX,LP,BZX,817
1989,MEX,LP,CGX,2
1989,MEX,LP,SKJ,1648
1989,MEX,LP,TUN,0
1989,MEX,LP,YFT,2782
1989,MEX,PS,BKJ,36
1989,MEX,PS,BZX,10459
1989,MEX,PS,CGX,7
1989,MEX,PS,PBF,57
1989,MEX,PS,SKJ,14960
1989,MEX,PS,TUN,14
1989,MEX,PS,YFT,116928
1989,PAN,NK,SKJ,91
1989,PAN,NK,YFT,49
1989,PAN,PS,BKJ,113
1989,PAN,PS,SKJ,4361
1989,PAN,PS,YFT,10557
1989,PER,NK,DOX,126
1989,PER,NK,SKH,1024
1989,PER,NK,SWO,3
1989,PER,NK,TUN,558
1989,PER,PS,SKJ,276
1989,PER,PS,YFT,1724
1989,TWN,LL,ALB,4115
1989,TWN,LL,BET,311
1989,TWN,LL,BIL,4
1989,TWN,LL,BLM,33
1989,TWN,LL,BUM,253
1989,TWN,LL,MLS,107
1989,TWN,LL,MZZ,18
1989,TWN,LL,PBF,1
1989,TWN,LL,SKH,66
1989,TWN,LL,SKJ,9
1989,TWN,LL,SWO,120
1989,TWN,LL,YFT,526
1989,OTH,PS,BET,710
1989,OTH,PS,BKJ,5
1989,OTH,PS,DOX,16
1989,OTH,PS,MZZ,8
1989,OTH,PS,SKJ,14453
1989,OTH,PS,TUN,5
1989,OTH,PS,YFT,14567
1989,USA,GN,BZX,12
1989,USA,GN,PBF,3
1989,USA,GN,SKJ,5
1989,USA,GN,SWO,1050
1989,USA,GN,TUN,3
1989,USA,GN,YFT,1
1989,USA,HAR,SKH,1
1989,USA,HAR,SWO,54
1989,USA,LP,ALB,21
1989,USA,LP,BZX,1
1989,USA,LP,PBF,5
1989,USA,LP,SKJ,1168
1989,USA,LP,YFT,1361
1989,USA,LTL,ALB,2445
1989,USA,NK,BZX,137
1989,USA,NK,PBF,9
1989,USA,NK,SKJ,4
1989,USA,NK,SWO,224
1989,USA,NK,TUN,0
1989,USA,NK,YFT,10
1989,USA,PS,ALB,1
1989,USA,PS,BET,172
1989,USA,PS,BKJ,88
1989,USA,PS,BZX,819
1989,USA,PS,CGX,26
1989,USA,PS,MZZ,462
1989,USA,PS,PBF,1046
1989,USA,PS,SKJ,21115
1989,USA,PS,TUN,16
1989,USA,PS,YFT,73688
1989,USA,RG,ALB,160
1989,USA,RG,BET,1
1989,USA,RG,PBF,79
1989,USA,RG,SKJ,65
1989,USA,RG,YFT,131
1989,VEN,PS,BET,294
1989,VEN,PS,BKJ,6
1989,VEN,PS,SKJ,16847
1989,VEN,PS,YFT,42944
1990,CHL,LL,SWO,1105
1990,CHL,NK,ALB,306
1990,CHL,NK,BZX,109
1990,CHL,NK,DOX,743
1990,CHL,NK,SWO,3850
1990,CHL,NK,YFT,2
1990,ECU,LP,SKJ,379
1990,ECU,LP,YFT,74
1990,ECU,NK,BET,14
1990,ECU,NK,BKJ,4
1990,ECU,NK,MZZ,14
1990,ECU,NK,SKJ,1823
1990,ECU,NK,YFT,598
1990,ECU,PS,BET,1619
1990,ECU,PS,BKJ,176
1990,ECU,PS,DOX,63
1990,ECU,PS,MZZ,132
1990,ECU,PS,SKH,0
1990,ECU,PS,SKJ,24071
1990,ECU,PS,TUN,22
1990,ECU,PS,YFT,16279
1990,ESP,LL,BIL,2
1990,ESP,LL,MZZ,0
1990,ESP,LL,SKH,279
1990,ESP,LL,SWO,1007
1990,ESP,LL,TUN,3
1990,JPN,LL,ALB,2486
1990,JPN,LL,BET,86148
1990,JPN,LL,BLM,126
1990,JPN,LL,BUM,4552
1990,JPN,LL,MLS,2812
1990,JPN,LL,PBF,1
1990,JPN,LL,SKJ,33
1990,JPN,LL,SWO,3015
1990,JPN,LL,YFT,29255
1990,KOR,LL,ALB,425
1990,KOR,LL,BET,12127
1990,KOR,LL,BIL,123
1990,KOR,LL,BLM,76
1990,KOR,LL,BUM,851
1990,KOR,LL,MLS,429
1990,KOR,LL,MZZ,260
1990,KOR,LL,PBF,11
1990,KOR,LL,SFA,6
1990,KOR,LL,SKJ,8
1990,KOR,LL,SWO,645
1990,KOR,LL,YFT,4844
1990,MEX,LP,BZX,215
1990,MEX,LP,CGX,0
1990,MEX,LP,SKJ,378
